token,lemma,pos
past,past,NOUN
that,that,PRON
ever,ever,ADV
seemed,see,VERB
strange,strange,ADJ
and,and,CCONJ
unbelievable,unbelievable,ADJ
.,.,PUNCT
The,the,DET
match,match,NOUN
went,go,VERB
out,out,ADV
.,.,PUNCT
"""","""",PUNCT
It,it,PRON
's,be,AUX
black,black,ADJ
as,as,ADP
pitch,pitch,NOUN
.,.,PUNCT
"""","""",PUNCT
"""","""",PUNCT
We,we,PRON
're,be,AUX
just,just,ADV
voices,voice,NOUN
now,now,ADV
",",",",PUNCT
"""","""",PUNCT
murmured,murmure,VERB
Eleanor,Eleanor,PROPN
",",",",PUNCT
"""","""",PUNCT
little,little,ADJ
lonesome,lonesome,ADJ
voices,voice,NOUN
.,.,PUNCT
Light,light,ADJ
another,another,DET
.,.,PUNCT
"""","""",PUNCT
"""","""",PUNCT
That,that,PRON
was,be,AUX
my,my,PRON
last,last,ADJ
match,match,NOUN
.,.,PUNCT
"""","""",PUNCT
Suddenly,suddenly,ADV
he,he,PRON
caught,catch,VERB
her,she,PRON
in,in,ADP
his,he,PRON
arms,arm,NOUN
.,.,PUNCT
"""","""",PUNCT
You,you,PRON
_are,_are,VERB
_,NA,SYM
mine,mine,PRON
--,--,PUNCT
you,you,PRON
know,know,VERB
you,you,PRON
're,be,AUX
mine,mine,PRON
!,!,PUNCT
"""","""",PUNCT
he,he,PRON
cried,cry,VERB
wildly,wildly,ADV
...,...,PUNCT
the,the,DET
moonlight,moonlight,NOUN
twisted,twiste,VERB
in,in,ADP
through,through,ADP
the,the,DET
vines,vine,NOUN
and,and,CCONJ
listened,listen,VERB
...,...,PUNCT
the,the,DET
fireflies,firefly,NOUN
hung,hang,VERB
upon,upon,ADP
their,they,PRON
whispers,whisper,NOUN
as,as,SCONJ
if,if,SCONJ
to,to,PART
win,win,VERB
his,he,PRON
glance,glance,NOUN
from,from,ADP
the,the,DET
glory,glory,NOUN
of,of,ADP
their,they,PRON
eyes,eye,NOUN
.,.,PUNCT
*****,*****,PUNCT
THE,the,DET
END,end,NOUN
OF,of,ADP
SUMMER,summer,PROPN
"""","""",PUNCT
No,no,DET
wind,wind,NOUN
is,be,AUX
stirring,stirr,VERB
in,in,ADP
the,the,DET
grass,grass,NOUN
;,;,PUNCT
not,not,ADV
one,one,NUM
wind,wind,NOUN
stirs,stir,NOUN
...,...,PUNCT
the,the,DET
water,water,NOUN
in,in,ADP
the,the,DET
hidden,hidden,ADJ
pools,pool,NOUN
",",",",PUNCT
as,as,ADP
glass,glass,NOUN
",",",",PUNCT
fronts,front,AUX
the,the,DET
full,full,ADJ
moon,moon,NOUN
and,and,CCONJ
so,so,ADV
inters,inter,NOUN
the,the,DET
golden,golden,ADJ
token,teak,NOUN
in,in,ADP
its,its,PRON
icy,icy,NOUN
mass,mass,ADJ
",",",",PUNCT
"""","""",PUNCT
chanted,chant,VERB
Eleanor,Eleanor,PROPN
to,to,ADP
the,the,DET
trees,tree,NOUN
that,that,PRON
skeletoned,skeleton,VERB
the,the,DET
body,body,NOUN
of,of,ADP
the,the,DET
night,night,NOUN
.,.,PUNCT
"""","""",PUNCT
Is,be,AUX
n't,not,PART
it,it,VERB
ghostly,ghostly,ADV
here,here,ADV
?,?,PUNCT
If,if,SCONJ
you,you,PRON
can,can,AUX
hold,hold,VERB
your,you,PRON
horse,horse,NOUN
's,'s,PART
feet,foot,NOUN
up,up,ADV
",",",",PUNCT
let,let,VERB
's,'s,PRON
cut,cut,VERB
through,through,ADP
the,the,DET
woods,wood,NOUN
and,and,CCONJ
find,find,VERB
the,the,DET
hidden,hidden,ADJ
pools,pool,NOUN
.,.,PUNCT
"""","""",PUNCT
"""","""",PUNCT
It,it,PRON
's,be,AUX
after,after,ADP
one,one,NUM
",",",",PUNCT
and,and,CCONJ
you,you,PRON
'll,will,AUX
get,get,VERB
the,the,DET
devil,devil,NOUN
",",",",PUNCT
"""","""",PUNCT
he,he,PRON
objected,object,VERB
",",",",PUNCT
"""","""",PUNCT
and,and,CCONJ
I,I,PRON
do,do,AUX
n't,not,PART
know,know,VERB
enough,enough,ADJ
about,about,ADP
horses,horse,NOUN
to,to,PART
put,put,VERB
one,one,NUM
away,away,ADV
in,in,ADP
the,the,DET
pitch,pitch,NOUN
dark,dark,NOUN
.,.,PUNCT
"""","""",PUNCT
"""","""",PUNCT
Shut,shut,VERB
up,up,ADP
",",",",PUNCT
you,you,PRON
old,old,ADJ
fool,fool,NOUN
",",",",PUNCT
"""","""",PUNCT
she,she,PRON
whispered,whisper,VERB
irrelevantly,irrelevantly,ADV
",",",",PUNCT
and,and,CCONJ
",",",",PUNCT
leaning,lean,VERB
over,over,ADV
",",",",PUNCT
she,she,PRON
patted,patt,VERB
him,he,PRON
lazily,lazily,ADV
with,with,ADP
her,she,PRON
riding,riding,NOUN
-,-,PUNCT
crop,crop,NOUN
.,.,PUNCT
"""","""",PUNCT
You,you,PRON
can,can,AUX
leave,leave,VERB
your,you,PRON
old,old,ADJ
plug,plug,NOUN
in,in,ADP
our,we,PRON
stable,stable,NOUN
and,and,CCONJ
I,I,PRON
'll,will,AUX
send,send,VERB
him,he,PRON
over,over,ADP
to,to,ADP
-,-,PUNCT
morrow,morrow,NOUN
.,.,PUNCT
"""","""",PUNCT
"""","""",PUNCT
But,but,CCONJ
my,my,PRON
uncle,uncle,NOUN
has,have,AUX
got,get,VERB
to,to,PART
drive,drive,VERB
me,I,PRON
to,to,ADP
the,the,DET
station,station,NOUN
with,with,ADP
this,this,DET
old,old,ADJ
plug,plug,NOUN
at,at,ADP
seven,seven,NUM
o'clock,o'clock,NOUN
.,.,PUNCT
"""","""",PUNCT
"""","""",PUNCT
Do,do,AUX
n't,not,PART
be,be,AUX
a,a,DET
spoil,spoil,NOUN
-,-,PUNCT
sport,sport,NOUN
--,--,PUNCT
remember,remember,VERB
",",",",PUNCT
you,you,PRON
have,have,VERB
a,a,DET
tendency,tendency,NOUN
toward,toward,ADP
wavering,wavering,NOUN
that,that,PRON
prevents,prevent,VERB
you,you,PRON
from,from,SCONJ
being,be,AUX
the,the,DET
entire,entire,ADJ
light,light,NOUN
of,of,ADP
my,my,PRON
life,life,NOUN
.,.,PUNCT
"""","""",PUNCT
Amory,Amory,PROPN
drew,draw,VERB
his,he,PRON
horse,horse,NOUN
up,up,ADP
close,close,ADJ
beside,beside,NOUN
",",",",PUNCT
and,and,CCONJ
",",",",PUNCT
leaning,lean,VERB
toward,toward,ADP
her,she,PRON
",",",",PUNCT
grasped,grasp,VERB
her,she,PRON
hand,hand,NOUN
.,.,PUNCT
"""","""",PUNCT
Say,say,PROPN
I,I,PRON
am--_quick_,am--_quick_,SYM
",",",",PUNCT
or,or,CCONJ
I,I,PRON
'll,will,AUX
pull,pull,VERB
you,you,PRON
over,over,ADP
and,and,CCONJ
make,make,VERB
you,you,PRON
ride,ride,VERB
behind,behind,ADP
me,I,PRON
.,.,PUNCT
"""","""",PUNCT
She,she,PRON
looked,look,VERB
up,up,ADP
and,and,CCONJ
smiled,smile,VERB
and,and,CCONJ
shook,shake,VERB
her,she,PRON
head,head,NOUN
excitedly,excitedly,ADV
.,.,PUNCT
"""","""",PUNCT
Oh,oh,INTJ
",",",",PUNCT
do,do,VERB
!--,!--,PUNCT
or,or,CCONJ
rather,rather,ADV
",",",",PUNCT
do,do,VERB
n't,not,PART
!,!,PUNCT
Why,why,ADV
are,be,AUX
all,all,DET
the,the,DET
exciting,exciting,ADJ
things,thing,NOUN
so,so,ADV
uncomfortable,uncomfortable,ADJ
",",",",PUNCT
like,like,SCONJ
fighting,fight,VERB
and,and,CCONJ
exploring,explor,VERB
and,and,CCONJ
ski-ing,ski-,VERB
in,in,ADP
Canada,Canada,PROPN
?,?,PUNCT
By,by,ADP
the,the,DET
way,way,NOUN
",",",",PUNCT
we,we,PRON
're,be,AUX
going,go,VERB
to,to,PART
ride,ride,VERB
up,up,ADP
Harper,Harper,PROPN
's,'s,PART
Hill,hill,PROPN
.,.,PUNCT
I,I,PRON
think,think,VERB
that,that,PRON
comes,come,VERB
in,in,ADP
our,we,PRON
programme,programme,NOUN
about,about,ADP
five,five,NUM
o'clock,o'clock,NOUN
.,.,PUNCT
"""","""",PUNCT
"""","""",PUNCT
You,you,PRON
little,little,ADJ
devil,devil,PROPN
",",",",PUNCT
"""","""",PUNCT
Amory,Amory,PROPN
growled,grow,VERB
.,.,PUNCT
"""","""",PUNCT
You,you,PRON
're,be,AUX
going,go,VERB
to,to,PART
make,make,VERB
me,I,PRON
stay,stay,VERB
up,up,ADP
all,all,DET
night,night,NOUN
and,and,CCONJ
sleep,sleep,VERB
in,in,ADP
the,the,DET
train,train,NOUN
like,like,ADP
an,a,DET
immigrant,immigrant,ADJ
all,all,DET
day,day,NOUN
to,to,ADP
-,-,PUNCT
morrow,morrow,NOUN
",",",",PUNCT
going,go,VERB
back,back,ADV
to,to,ADP
New,New,PROPN
York,York,PROPN
.,.,PUNCT
"""","""",PUNCT
"""","""",PUNCT
Hush,Hush,INTJ
!,!,PUNCT
some,some,DET
one,one,NOUN
's,'s,AUX
coming,come,VERB
along,along,ADP
the,the,DET
road,road,NOUN
--,--,PUNCT
let,let,VERB
's,'s,PRON
go,go,VERB
!,!,PUNCT
Whoo,Whoo,INTJ
-,-,PUNCT
ee,ee,NOUN
-,-,PUNCT
oop,oop,NOUN
!,!,PUNCT
"""","""",PUNCT
And,and,CCONJ
with,with,ADP
a,a,DET
shout,shout,NOUN
that,that,PRON
probably,probably,ADV
gave,give,VERB
the,the,DET
belated,belated,VERB
traveller,traveller,NOUN
a,a,DET
series,series,NOUN
of,of,ADP
shivers,shiver,NOUN
",",",",PUNCT
she,she,PRON
turned,turn,VERB
her,she,PRON
horse,horse,NOUN
into,into,ADP
the,the,DET
woods,wood,NOUN
and,and,CCONJ
Amory,Amory,PROPN
followed,follow,VERB
slowly,slowly,ADV
",",",",PUNCT
as,as,SCONJ
he,he,PRON
had,have,AUX
followed,follow,VERB
her,she,PRON
all,all,DET
day,day,NOUN
for,for,ADP
three,three,NUM
weeks,week,NOUN
.,.,PUNCT
The,the,DET
summer,summer,NOUN
was,be,AUX
over,over,ADV
",",",",PUNCT
but,but,CCONJ
he,he,PRON
had,have,AUX
spent,spend,VERB
the,the,DET
days,day,NOUN
in,in,SCONJ
watching,watch,VERB
Eleanor,Eleanor,PROPN
",",",",PUNCT
a,a,DET
graceful,graceful,ADJ
",",",",PUNCT
facile,facile,NOUN
Manfred,Manfr,VERB
",",",",PUNCT
build,build,VERB
herself,herself,PRON
intellectual,intellectual,ADJ
and,and,CCONJ
imaginative,imaginative,ADJ
pyramids,pyramid,VERB
while,while,SCONJ
she,she,PRON
revelled,revell,VERB
in,in,ADP
the,the,DET
artificialities,artificiality,NOUN
of,of,ADP
the,the,DET
temperamental,temperamental,ADJ
teens,teens,NOUN
and,and,CCONJ
they,they,PRON
wrote,write,VERB
poetry,poetry,NOUN
at,at,ADP
the,the,DET
dinner,dinner,NOUN
-,-,PUNCT
table,table,NOUN
.,.,PUNCT
When,when,ADV
Vanity,Vanity,PROPN
kissed,kiss,VERB
Vanity,Vanity,PROPN
",",",",PUNCT
a,a,DET
hundred,hundred,NUM
happy,happy,ADJ
Junes,June,NOUN
ago,ago,ADV
",",",",PUNCT
he,he,PRON
pondered,ponder,VERB
o,o,ADV
'er,'er,ADP
her,she,PRON
breathlessly,breathlessly,NOUN
",",",",PUNCT
and,and,CCONJ
",",",",PUNCT
that,that,SCONJ
all,all,DET
men,man,NOUN
might,might,AUX
ever,ever,ADV
know,know,INTJ
",",",",PUNCT
he,he,PRON
rhymed,rhym,VERB
her,she,PRON
eyes,eye,NOUN
with,with,ADP
life,life,NOUN
and,and,CCONJ
death,death,NOUN
:,:,PUNCT
"""","""",PUNCT
Thru,thru,PROPN
Time,Time,PROPN
I,I,PRON
'll,will,AUX
save,save,VERB
my,my,PRON
love,love,NOUN
!,!,PUNCT
"""","""",PUNCT
he,he,PRON
said,say,VERB
...,...,PUNCT
yet,yet,CCONJ
Beauty,beauty,PROPN
vanished,vanish,VERB
with,with,ADP
his,he,PRON
breath,breath,NOUN
",",",",PUNCT
and,and,CCONJ
",",",",PUNCT
with,with,ADP
her,she,PRON
lovers,lover,NOUN
",",",",PUNCT
she,she,PRON
was,be,AUX
dead,dead,ADJ
...,...,PUNCT
--,--,PUNCT
Ever,ever,ADV
his,he,PRON
wit,wit,NOUN
and,and,CCONJ
not,not,PART
her,she,PRON
eyes,eye,NOUN
",",",",PUNCT
ever,ever,ADV
his,he,PRON
art,art,NOUN
and,and,CCONJ
not,not,PART
her,she,PRON
hair,hair,NOUN
:,:,PUNCT
"""","""",PUNCT
Who,who,PRON
'd,would,AUX
learn,learn,VERB
a,a,DET
trick,trick,NOUN
in,in,ADP
rhyme,rhyme,NOUN
",",",",PUNCT
be,be,AUX
wise,wise,ADJ
and,and,CCONJ
pause,pause,NOUN
before,before,ADP
his,he,PRON
sonnet,sonnet,VERB
there,there,ADV
"""","""",PUNCT
...,...,PUNCT
So,so,ADV
all,all,DET
my,my,PRON
words,word,NOUN
",",",",PUNCT
however,however,ADV
true,true,ADJ
",",",",PUNCT
might,might,AUX
sing,s,VERB
you,you,PRON
to,to,ADP
a,a,DET
thousandth,thousandth,ADJ
June,June,PROPN
",",",",PUNCT
and,and,CCONJ
no,no,DET
one,one,NOUN
ever,ever,ADV
_know,_know,ADV
_,NA,SYM
that,that,SCONJ
you,you,PRON
were,be,AUX
Beauty,beauty,NOUN
for,for,ADP
an,a,DET
afternoon,afternoon,NOUN
.,.,PUNCT
So,so,ADV
he,he,PRON
wrote,write,VERB
one,one,NUM
day,day,NOUN
",",",",PUNCT
when,when,ADV
he,he,PRON
pondered,ponder,VERB
how,how,ADV
coldly,coldly,ADV
we,we,PRON
thought,think,VERB
of,of,ADP
the,the,DET
"""","""",PUNCT
Dark,Dark,PROPN
Lady,lady,NOUN
of,of,ADP
the,the,DET
Sonnets,Sonnets,PROPN
",",",",PUNCT
"""","""",PUNCT
and,and,CCONJ
how,how,ADV
little,little,ADJ
we,we,PRON
remembered,remembe,VERB
her,she,PRON
as,as,ADP
the,the,DET
great,great,ADJ
man,man,NOUN
wanted,want,VERB
her,she,PRON
remembered,remember,VERB
.,.,PUNCT
For,for,ADP
what,what,PRON
Shakespeare,Shakespeare,PROPN
_must,_must,ADV
_,NA,SYM
have,have,AUX
desired,desire,VERB
",",",",PUNCT
to,to,PART
have,have,VERB
been,be,AUX
able,able,ADJ
to,to,PART
write,write,VERB
with,with,ADP
such,such,ADJ
divine,divine,NOUN
despair,despair,NOUN
",",",",PUNCT
was,be,VERB
that,that,SCONJ
the,the,DET
lady,lady,NOUN
should,should,AUX
live,live,VERB
...,...,PUNCT
and,and,CCONJ
now,now,ADV
we,we,PRON
have,have,VERB
no,no,DET
real,real,ADJ
interest,interest,NOUN
in,in,ADP
her,she,PRON
....,....,PUNCT
The,the,DET
irony,irony,NOUN
of,of,ADP
it,it,PRON
is,be,AUX
that,that,SCONJ
if,if,SCONJ
he,he,PRON
had,have,AUX
cared,care,VERB
_more,_more,ADV
_,NA,SYM
for,for,ADP
the,the,DET
poem,poem,NOUN
than,than,ADP
for,for,ADP
the,the,DET
lady,lady,NOUN
the,the,DET
sonnet,sonnet,NOUN
would,would,AUX
be,be,AUX
only,only,ADV
obvious,obvious,ADJ
",",",",PUNCT
imitative,imitative,ADJ
rhetoric,rhetoric,NOUN
and,and,CCONJ
no,no,DET
one,one,NOUN
would,would,AUX
ever,ever,ADV
have,have,VERB
read,read,VERB
it,it,PRON
after,after,ADP
twenty,twenty,NUM
years,year,NOUN
....,....,PUNCT
This,this,PRON
was,be,AUX
the,the,DET
last,last,ADJ
night,night,NOUN
Amory,Amory,PROPN
ever,ever,ADV
saw,see,VERB
Eleanor,Eleanor,PROPN
.,.,PUNCT
He,he,PRON
was,be,AUX
leaving,leave,VERB
in,in,ADP
the,the,DET
morning,morning,NOUN
and,and,CCONJ
they,they,PRON
had,have,AUX
agreed,agree,VERB
to,to,PART
take,take,VERB
a,a,DET
long,long,ADJ
farewell,farewell,NOUN
trot,trot,NOUN
by,by,ADP
the,the,DET
cold,cold,ADJ
moonlight,moonlight,NOUN
.,.,PUNCT
She,she,PRON
wanted,want,VERB
to,to,PART
talk,talk,VERB
",",",",PUNCT
she,she,PRON
said,say,VERB
--,--,PUNCT
perhaps,perhaps,ADV
the,the,DET
last,last,ADJ
time,time,NOUN
in,in,ADP
her,she,PRON
life,life,NOUN
that,that,SCONJ
she,she,PRON
could,could,AUX
be,be,AUX
rational,rational,ADJ
(,(,PUNCT
she,she,PRON
meant,mean,VERB
pose,pose,NOUN
with,with,ADP
comfort,comfort,NOUN
),),PUNCT
.,.,PUNCT
So,so,ADV
they,they,PRON
had,have,AUX
turned,turn,VERB
into,into,ADP
the,the,DET
woods,wood,NOUN
and,and,CCONJ
rode,rode,VERB
for,for,ADP
half,half,DET
an,a,DET
hour,hour,NOUN
with,with,ADP
scarcely,scarcely,ADV
a,a,DET
word,word,NOUN
",",",",PUNCT
except,except,ADP
when,when,ADV
she,she,PRON
whispered,whisper,VERB
"""","""",PUNCT
Damn,damn,PROPN
!,!,PUNCT
"""","""",PUNCT
at,at,ADP
a,a,DET
bothersome,bothersome,NOUN
branch,branch,NOUN
--,--,PUNCT
whispered,whisper,VERB
it,it,PRON
as,as,ADP
no,no,DET
other,other,ADJ
girl,girl,NOUN
was,be,AUX
ever,ever,ADV
able,able,ADJ
to,to,PART
whisper,whisper,VERB
it,it,PRON
.,.,PUNCT
Then,then,ADV
they,they,PRON
started,start,VERB
up,up,ADP
Harper,Harper,PROPN
's,'s,PART
Hill,Hill,PROPN
",",",",PUNCT
walking,walk,VERB
their,they,PRON
tired,tired,ADJ
horses,horse,NOUN
.,.,PUNCT
"""","""",PUNCT
Good,good,PROPN
Lord,lord,PROPN
!,!,PUNCT
It,it,PRON
's,be,AUX
quiet,quiet,VERB
here,here,ADV
!,!,PUNCT
"""","""",PUNCT
whispered,whisper,VERB
Eleanor,Eleanor,PROPN
;,;,PUNCT
"""","""",PUNCT
much,much,ADV
more,more,ADV
lonesome,lonesome,ADJ
than,than,ADP
the,the,DET
woods,woods,NOUN
.,.,PUNCT
"""","""",PUNCT
"""","""",PUNCT
I,I,PRON
hate,hate,VERB
woods,wood,NOUN
",",",",PUNCT
"""","""",PUNCT
Amory,Amory,PROPN
said,say,VERB
",",",",PUNCT
shuddering,shudder,VERB
.,.,PUNCT
"""","""",PUNCT
Any,any,DET
kind,kind,NOUN
of,of,ADP
foliage,foliage,NOUN
or,or,CCONJ
underbrush,underbrush,ADJ
at,at,ADP
night,night,NOUN
.,.,PUNCT
Out,out,ADP
here,here,ADV
it,it,PRON
's,be,AUX
so,so,ADV
broad,broad,ADJ
and,and,CCONJ
easy,easy,ADJ
on,on,ADP
the,the,DET
spirit,spirit,NOUN
.,.,PUNCT
"""","""",PUNCT
"""","""",PUNCT
The,the,DET
long,long,ADJ
slope,slope,NOUN
of,of,ADP
a,a,DET
long,long,ADJ
hill,hill,NOUN
.,.,PUNCT
"""","""",PUNCT
"""","""",PUNCT
And,and,CCONJ
the,the,DET
cold,cold,ADJ
moon,moon,NOUN
rolling,roll,VERB
moonlight,moonlight,NOUN
down,down,ADP
it,it,PRON
.,.,PUNCT
"""","""",PUNCT
"""","""",PUNCT
And,and,CCONJ
thee,thee,NOUN
and,and,CCONJ
me,I,PRON
",",",",PUNCT
last,last,ADJ
and,and,CCONJ
most,most,ADV
important,important,ADJ
.,.,PUNCT
"""","""",PUNCT
It,it,PRON
was,be,AUX
quiet,quiet,ADJ
that,that,DET
night,night,NOUN
--,--,PUNCT
the,the,DET
straight,straight,ADJ
road,road,NOUN
they,they,PRON
followed,follow,VERB
up,up,ADP
to,to,ADP
the,the,DET
edge,edge,NOUN
of,of,ADP
the,the,DET
cliff,cliff,NOUN
knew,know,VERB
few,few,ADJ
footsteps,footstep,NOUN
at,at,ADP
any,any,DET
time,time,NOUN
.,.,PUNCT
Only,only,ADV
an,a,DET
occasional,occasional,ADJ
negro,negro,NOUN
cabin,cabin,NOUN
",",",",PUNCT
silver,silver,NOUN
-,-,PUNCT
gray,gray,NOUN
in,in,ADP
the,the,DET
rock,rock,NOUN
-,-,PUNCT
ribbed,rib,VERB
moonlight,moonlight,NOUN
",",",",PUNCT
broke,break,VERB
the,the,DET
long,long,ADJ
line,line,NOUN
of,of,ADP
bare,bare,ADJ
ground,ground,NOUN
;,;,PUNCT
behind,behind,ADV
lay,lay,VERB
the,the,DET
black,black,ADJ
edge,edge,NOUN
of,of,ADP
the,the,DET
woods,wood,NOUN
like,like,ADP
a,a,DET
dark,dark,ADJ
frosting,frosting,NOUN
on,on,ADP
white,white,ADJ
cake,cake,NOUN
",",",",PUNCT
and,and,CCONJ
ahead,ahead,VERB
the,the,DET
sharp,sharp,ADJ
",",",",PUNCT
high,high,ADJ
horizon,horizon,NOUN
.,.,PUNCT
It,it,PRON
was,be,AUX
much,much,ADV
colder,colder,ADJ
--,--,PUNCT
so,so,ADV
cold,cold,ADJ
that,that,SCONJ
it,it,PRON
settled,settle,VERB
on,on,ADP
them,they,PRON
and,and,CCONJ
drove,drive,VERB
all,all,DET
the,the,DET
warm,warm,ADJ
nights,night,NOUN
from,from,ADP
their,they,PRON
minds,mind,NOUN
.,.,PUNCT
"""","""",PUNCT
The,the,DET
end,end,NOUN
of,of,ADP
summer,summer,NOUN
",",",",PUNCT
"""","""",PUNCT
said,say,VERB
Eleanor,Eleanor,PROPN
softly,softly,ADV
.,.,PUNCT
"""","""",PUNCT
Listen,listen,VERB
to,to,ADP
the,the,DET
beat,beat,NOUN
of,of,ADP
our,we,PRON
horses,horse,NOUN
',',PUNCT
hoofs,hoof,NOUN
--'tump-tump-,--'tump-tump-,PUNCT
tump,tump,NOUN
-,-,PUNCT
a-tump.',a-tump.',NOUN
Have,have,AUX
you,you,PRON
ever,ever,ADV
been,be,AUX
feverish,feverish,ADJ
and,and,CCONJ
had,have,VERB
all,all,DET
noises,noise,NOUN
divide,divide,VERB
into,into,ADP
',',PUNCT
tump-,tump-,SYM
tump,tump,NOUN
-,-,PUNCT
tump,tump,NOUN
',',PUNCT
until,until,SCONJ
you,you,PRON
could,could,AUX
swear,swear,VERB
eternity,eternity,NOUN
was,be,AUX
divisible,divisible,ADJ
into,into,ADP
so,so,ADV
many,many,ADJ
tumps,tump,NOUN
?,?,PUNCT
That,that,PRON
's,be,AUX
the,the,DET
way,way,NOUN
I,I,PRON
feel,feel,VERB
--,--,PUNCT
old,old,ADJ
horses,horse,NOUN
go,go,VERB
tump,tump,NOUN
-,-,PUNCT
tump,tump,NOUN
....,....,PUNCT
I,I,PRON
guess,guess,VERB
that,that,PRON
's,be,AUX
the,the,DET
only,only,ADJ
thing,thing,NOUN
that,that,PRON
separates,separate,VERB
horses,horse,NOUN
and,and,CCONJ
clocks,clock,NOUN
from,from,ADP
us,we,PRON
.,.,PUNCT
Human,human,ADJ
beings,being,NOUN
ca,can,AUX
n't,not,PART
go,go,VERB
',',PUNCT
tump-,tump-,PUNCT
tump,tump,NOUN
-,-,PUNCT
tump,tump,NOUN
',',PUNCT
without,without,SCONJ
going,go,VERB
crazy,crazy,ADJ
.,.,PUNCT
"""","""",PUNCT
The,the,DET
breeze,breeze,NOUN
freshened,freshen,VERB
and,and,CCONJ
Eleanor,Eleanor,PROPN
pulled,pull,VERB
her,she,PRON
cape,cape,NOUN
around,around,ADP
her,she,PRON
and,and,CCONJ
shivered,shiver,VERB
.,.,PUNCT
"""","""",PUNCT
Are,be,AUX
you,you,PRON
very,very,ADV
cold,cold,ADJ
?,?,PUNCT
"""","""",PUNCT
asked,ask,VERB
Amory,Amory,PROPN
.,.,PUNCT
"""","""",PUNCT
No,no,INTJ
",",",",PUNCT
I,I,PRON
'm,be,AUX
thinking,think,VERB
about,about,ADP
myself,myself,PRON
--,--,PUNCT
my,my,PRON
black,black,ADJ
old,old,ADJ
inside,inside,ADP
self,self,NOUN
",",",",PUNCT
the,the,DET
real,real,ADJ
one,one,NUM
",",",",PUNCT
with,with,ADP
the,the,DET
fundamental,fundamental,ADJ
honesty,honesty,NOUN
that,that,PRON
keeps,keep,VERB
me,I,PRON
from,from,SCONJ
being,be,AUX
absolutely,absolutely,ADV
wicked,wick,VERB
by,by,SCONJ
making,make,VERB
me,I,PRON
realize,realize,VERB
my,my,PRON
own,own,ADJ
sins,sins,NOUN
.,.,PUNCT
"""","""",PUNCT
They,they,PRON
were,be,AUX
riding,ride,VERB
up,up,ADV
close,close,ADV
by,by,ADP
the,the,DET
cliff,cliff,NOUN
and,and,CCONJ
Amory,Amory,NOUN
gazed,gaze,VERB
over,over,ADV
.,.,PUNCT
Where,where,ADV
the,the,DET
fall,fall,NOUN
met,meet,VERB
the,the,DET
ground,ground,NOUN
a,a,DET
hundred,hundred,NUM
feet,foot,NOUN
below,below,ADV
",",",",PUNCT
a,a,DET
black,black,ADJ
stream,stream,NOUN
made,make,VERB
a,a,DET
sharp,sharp,NOUN
line,line,ADV
",",",",PUNCT
broken,break,VERB
by,by,ADP
tiny,tiny,ADJ
glints,glint,NOUN
in,in,ADP
the,the,DET
swift,swift,ADJ
water,water,NOUN
.,.,PUNCT
"""","""",PUNCT
Rotten,rotten,PROPN
",",",",PUNCT
rotten,rote,ADJ
old,old,ADJ
world,world,NOUN
",",",",PUNCT
"""","""",PUNCT
broke,break,VERB
out,out,ADP
Eleanor,Eleanor,PROPN
suddenly,suddenly,ADV
",",",",PUNCT
"""","""",PUNCT
and,and,CCONJ
the,the,DET
wretchedest,wretchedest,ADJ
thing,thing,NOUN
of,of,ADP
all,all,DET
is,be,AUX
me,I,PRON
--,--,PUNCT
oh,oh,INTJ
",",",",PUNCT
_,NA,SYM
why,why,ADV
_,NA,SYM
am,be,AUX
I,I,PRON
a,a,DET
girl,girl,NOUN
?,?,PUNCT
Why,why,ADV
am,be,AUX
I,I,PRON
not,not,PART
a,a,DET
stupid,stupid,ADJ
--,--,PUNCT
?,?,PUNCT
Look,look,VERB
at,at,ADP
you,you,PRON
;,;,PUNCT
you,you,PRON
're,be,AUX
stupider,stupider,ADJ
than,than,SCONJ
I,I,PRON
am,be,VERB
",",",",PUNCT
not,not,ADV
much,much,ADJ
",",",",PUNCT
but,but,CCONJ
some,some,DET
",",",",PUNCT
and,and,CCONJ
you,you,PRON
can,can,AUX
lope,lope,VERB
about,about,ADV
and,and,CCONJ
get,get,VERB
bored,bored,ADJ
and,and,CCONJ
then,then,ADV
lope,lope,VERB
somewhere,somewhere,ADV
else,else,ADV
",",",",PUNCT
and,and,CCONJ
you,you,PRON
can,can,AUX
play,play,VERB
around,around,ADV
with,with,ADP
girls,girl,NOUN
without,without,SCONJ
being,be,AUX
involved,involved,ADJ
in,in,ADP
meshes,mesh,NOUN
of,of,ADP
sentiment,sentiment,NOUN
",",",",PUNCT
and,and,CCONJ
you,you,PRON
can,can,AUX
do,do,VERB
anything,anything,PRON
and,and,CCONJ
be,be,AUX
justified,justified,ADJ
--,--,PUNCT
and,and,CCONJ
here,here,ADV
am,be,AUX
I,I,PRON
with,with,ADP
the,the,DET
brains,brains,NOUN
to,to,PART
do,do,VERB
everything,everything,PRON
",",",",PUNCT
yet,yet,CCONJ
tied,tie,VERB
to,to,ADP
the,the,DET
sinking,sinking,NOUN
ship,ship,NOUN
of,of,ADP
future,future,NOUN
matrimony,matrimony,INTJ
.,.,PUNCT
If,if,SCONJ
I,I,PRON
were,be,AUX
born,bear,VERB
a,a,DET
hundred,hundred,NUM
years,year,NOUN
from,from,ADP
now,now,ADV
",",",",PUNCT
well,well,ADJ
and,and,CCONJ
